10;0;50;0;50;[9, 19, 31, 39]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[7, 17, 27, 37]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[10, 20, 30, 39]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 20, 30, 40]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[10, 18, 28, 38]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 20, 30, 40]
10;0;50;0;50;[9, 19, 29, 40]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[8, 18, 28, 38]
10;0;50;0;50;[8, 17, 28, 38]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 19, 30, 39]
10;0;50;0;50;[9, 19, 30, 41]
10;0;50;0;50;[10, 20, 30, 40]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 18, 29, 39]
10;0;50;0;50;[8, 18, 29, 39]
10;0;50;0;50;[10, 20, 31, 41]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 18, 28, 38]
10;0;50;0;50;[8, 19, 29, 39]
10;0;50;0;50;[9, 19, 30, 40]
10;0;50;0;50;[9, 19, 29, 38]
10;0;50;0;50;[9, 20, 30, 40]
10;0;50;0;50;[9, 19, 29, 38]
10;0;50;0;50;[9, 19, 28, 37]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 18, 28, 39]
10;0;50;0;50;[9, 19, 29, 38]
10;0;50;0;50;[9, 19, 29, 40]
10;0;50;0;50;[9, 18, 27, 37]
10;0;50;0;50;[9, 19, 28, 38]
10;0;50;0;50;[8, 18, 29, 39]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 18, 27, 37]
10;0;50;0;50;[9, 19, 29, 40]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[8, 17, 27, 37]
10;0;50;0;50;[9, 18, 28, 38]
10;0;50;0;50;[10, 21, 29, 40]
10;0;50;0;50;[9, 19, 30, 40]
10;0;50;0;50;[9, 19, 29, 38]
10;0;50;0;50;[10, 20, 30, 40]
10;0;50;0;50;[8, 18, 28, 38]
10;0;50;0;50;[9, 18, 28, 37]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 21, 31, 41]
10;0;50;0;50;[10, 20, 31, 41]
10;0;50;0;50;[8, 18, 29, 40]
10;0;50;0;50;[9, 20, 29, 39]
10;0;50;0;50;[9, 21, 31, 41]
10;0;50;0;50;[9, 19, 28, 38]
10;0;50;0;50;[9, 19, 29, 40]
10;0;50;0;50;[9, 19, 30, 40]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 19, 30, 40]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 19, 30, 40]
10;0;50;0;50;[9, 19, 29, 40]
10;0;50;0;50;[9, 20, 29, 39]
10;0;50;0;50;[9, 18, 28, 37]
10;0;50;0;50;[8, 18, 28, 38]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[8, 18, 28, 38]
10;0;50;0;50;[10, 20, 29, 39]
10;0;50;0;50;[9, 19, 29, 38]
10;0;50;0;50;[9, 19, 28, 37]
10;0;50;0;50;[8, 17, 27, 37]
10;0;50;0;50;[9, 20, 30, 40]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 18, 28, 37]
10;0;50;0;50;[9, 18, 27, 38]
10;0;50;0;50;[7, 17, 27, 36]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[10, 20, 30, 40]
10;0;50;0;50;[10, 19, 29, 40]
10;0;50;0;50;[10, 20, 30, 41]
10;0;50;0;50;[9, 18, 28, 38]
10;0;50;0;50;[9, 18, 29, 39]
10;0;50;0;50;[9, 19, 28, 39]
10;0;50;0;50;[9, 19, 31, 41]
10;0;50;0;50;[9, 19, 29, 39]
10;0;50;0;50;[9, 18, 27, 37]
